region,transect,plot,sample,site,soil_type,Na,Mg,Al,Si,S,K,Ca,Ba,Ti,V,Cr,Mn,Fe,Co,Ni,Cu,Zn
cw,cwa,cwa1,vc_cw_a1,VHA1,CHRD,1230.23149,10699.08241,3.463924707,188521.818,7382.39644,11380.04251,7495.0006,1146.76329,5225.26622,143.9178793,54.25785178,1996.84373,27462.23157,24.47737186,48.39718867,133.514575,261.7508804
cw,cwa,cwa1,vc_cw_a1_1,VHA1,CHRD,1409.47327,10864.64832,3.5280129,173269.7009,7548.10794,12149.21485,7350.0198,1388.289705,5260.59042,152.3903709,49.79711832,2560.680494,31847.77932,27.72069537,52.53737749,152.9584055,287.867172
cw,cwa,cwa1,vc_cw_a1_2,VHA1,CHRD,964.93199,11926.93278,3.365048558,169313.2071,7563.18795,11908.7515,6817.44483,1268.88788,4902.62612,133.6146826,52.25079704,2094.959636,28868.35971,24.93742964,51.19112946,111.9995203,280.1211129
cw,cwa,cwa3,vc_cw_a3,VHA3,CHRD,1119.7458,11674.71391,3.212820496,167315.2607,7481.3471,10273.69214,7609.74943,1320.796456,4345.54723,110.0035319,37.13857087,2979.338823,24664.97199,24.39439047,41.79061401,118.6295192,306.4306624
cw,cwa,cwa3,vc_cw_a3_1,VHA3,CHRD,757.9817,11837.40847,3.859234272,182608.0333,7635.1986,12299.61581,9155.32943,1385.083432,5799.2762,204.2456626,29.19711466,5047.3591,32326.53132,29.33381861,76.93118698,200.60174,359.3286489
cw,cwa,cwa3,vc_cw_a3_2,VHA3,CHRD,1371.52236,10715.46395,3.39893668,179050.2477,7475.30692,11346.31096,8195.8899,1142.20212,5077.97387,156.124844,36.07914485,3648.093127,26155.4395,25.59180724,51.34280639,137.5465925,322.9133336
cw,cwa,cwa5,vc_cw_a5,VHA5,CHRD,591.8968,13860.10512,2.780349623,145760.9142,7280.60082,9944.37665,4359.11562,820.0842678,3995.1502,66.98200693,42.59831031,681.4736057,26121.96174,24.54724449,34.18238988,35.85251288,241.1921914
cw,cwa,cwa5,vc_cw_a5_1,VHA5,CHRD,784.3439,12486.46674,3.362161091,167125.0239,7380.73076,11318.92237,5514.9641,1271.251171,5047.18886,100.0548678,51.40080649,1329.029552,32177.82693,28.66800571,48.55671765,96.02350179,290.3825788
cw,cwa,cwa5,vc_cw_a5_2,VHA5,CHRD,1001.53281,11921.40654,3.074788826,169667.7957,7364.68833,11391.71937,5033.17467,1082.951898,4797.16941,75.67956989,48.87925208,746.0085802,29229.10706,25.91820653,38.18757533,67.26153208,252.694394
cw,cwa,cwa7,vc_cw_a7,VHA7,CHRD,1364.51668,10434.72364,3.489529915,187478.2556,7429.74298,11977.55827,8719.01147,1569.979522,5719.63501,149.2276785,61.19178095,1677.908573,35548.04091,28.48175113,64.53623366,125.0928167,352.7781022
cw,cwa,cwa7,vc_cw_a7_1,VHA7,CHRD,1085.88231,11855.674,3.180190149,164216.6905,7439.97775,10994.98475,7761.4957,1199.688017,5341.09155,135.9543769,47.0755315,1489.927203,33396.7186,29.3775206,49.11328644,85.25075852,319.5710276
cw,cwa,cwa7,vc_cw_a7_2,VHA7,CHRD,1434.81876,11143.91849,3.219164519,162399.9735,7437.30039,11474.39718,7648.38273,1305.962726,5467.85901,97.19142192,47.8815895,1578.147988,33890.74414,29.72510075,51.48908293,96.31822508,347.5161416
cw,cwa,cwa9,vc_cw_a9,VHA9,CHRD,1615.27691,10879.99817,3.497214535,154292.1298,7321.22496,9659.81786,6449.81789,1408.589103,5544.58189,126.7161877,45.09183648,2927.680066,38360.88667,33.84729279,60.25724261,100.0395415,289.5913834
cw,cwa,cwa9,vc_cw_a9_1,VHA9,CHRD,641.85949,13544.19916,3.426342232,148893.5974,7327.26928,9981.46738,6166.47348,1275.120773,5477.55257,165.7536069,45.35544337,2687.100325,38665.22983,34.96791112,53.29939557,92.31764786,307.2234664
cw,cwa,cwa9,vc_cw_a9_2,VHA9,CHRD,1786.1518,10170.88719,3.75148647,175309.1535,7507.75824,10474.55474,7706.75048,1634.085181,6058.56155,209.5972594,44.10179621,3073.54363,42235.81193,34.82319371,75.64219168,123.2784079,316.4148895
cw,cwb,cwb1,vc_cw_b1,VHB1,CHRD,993.74887,11067.75116,3.128841655,192021.3998,7521.95566,11128.68303,4459.80779,1211.676081,5388.85444,159.8611331,46.56728157,2066.42283,26595.15437,23.9390701,52.85301492,139.6047517,255.0736211
cw,cwb,cwb1,vc_cw_b1_1,VHB1,CHRD,801.92066,12666.95477,2.756540964,163004.4276,7511.48611,9933.49278,3685.1064,914.6855864,4475.79512,86.45561543,50.41820803,1132.038269,22083.65006,21.67980609,31.56720686,79.36648754,245.7076887
cw,cwb,cwb1,vc_cw_b1_2,VHB1,CHRD,722.95854,12286.88788,2.979202988,177034.73,7526.21151,10852.21676,3787.5655,1017.638718,4798.18894,134.2890269,46.48878874,1711.531843,24931.44366,23.31242628,40.22784051,115.7450564,236.2787514
cw,cwb,cwb3,vc_cw_b3,VHB3,CHRD,1478.51242,10631.21838,2.947025944,177797.2218,7488.01271,12169.9213,5573.78756,911.6459943,4471.45793,92.18090118,52.13324686,2105.309052,26567.36069,25.94880785,41.1554176,109.1995149,264.6854194
cw,cwb,cwb3,vc_cw_b3_1,VHB3,CHRD,1401.09094,11168.98099,2.843749191,168454.0846,7633.67615,12050.33721,5040.01031,1052.511491,4716.56691,167.4057472,40.34901586,2966.255573,29039.60597,28.11339423,48.92263633,112.8127942,288.1978914
cw,cwb,cwb3,vc_cw_b3_2,VHB3,CHRD,738.1042,13011.45609,2.605448819,157740.9881,7613.58096,11636.35182,4246.0149,930.147861,4761.75623,146.5379659,40.81905584,2939.554477,27381.16146,28.36570567,41.00792453,103.3052153,276.1311073
cw,cwb,cwb5,vc_cw_b5,VHB5,CHRD,2818.50953,8634.90781,3.324506707,166825.889,7491.4636,15798.33139,4686.06036,1585.553465,5973.17167,148.3891218,80.99957986,1046.623044,48403.94251,35.975044,64.76129169,78.0684899,236.5461173
cw,cwb,cwb5,vc_cw_b5_1,VHB5,CHRD,2288.23212,9304.96028,3.36696231,168377.8963,7430.77116,15539.68287,5202.67895,1511.997001,6032.17521,195.5572048,77.34896356,1033.801598,50263.9147,38.19751765,68.15587229,94.50080243,239.8539252
cw,cwb,cwb5,vc_cw_b5_2,VHB5,CHRD,1800.41962,10842.76722,2.760122197,147686.4589,7429.9653,13972.19863,4382.97524,1217.729478,5084.82696,94.06558819,69.79346823,721.6318484,40195.26782,31.99516262,51.83143573,44.9928376,233.3277647
cw,cwb,cwb7,vc_cw_b7,VHB7,CHRD,1024.13599,11019.08814,2.892970203,191987.7076,7403.67823,12337.35023,4765.13761,1158.131722,4837.26788,87.71148372,75.236784,367.4520414,31885.85661,24.36526853,41.79819806,98.88357489,191.5048699
cw,cwb,cwb7,vc_cw_b7_1,VHB7,CHRD,2108.26615,9003.00186,3.528910796,198644.2322,7508.8141,13358.13878,6388.44111,1090.833757,5780.52857,188.0311096,78.31884628,618.0906647,39111.13613,29.61796116,56.11553888,147.2662139,217.6342895
cw,cwb,cwb7,vc_cw_b7_2,VHB7,CHRD,2339.01956,9043.58853,3.202153593,185395.78,7643.12106,13020.28555,4394.4092,1503.644166,5599.64258,135.7291833,79.21448424,530.688185,39756.75512,30.18258012,58.73433856,123.1103359,225.7615145
cw,cwb,cwb9,vc_cw_b9,VHB9,CHRD,1652.88659,9819.94706,3.258385977,192070.0578,7501.32579,12597.57186,4229.05681,1710.639513,5935.86761,170.1496856,83.13596365,457.9390759,44183.3228,30.83963888,68.73283338,147.0339438,229.5665062
cw,cwb,cwb9,vc_cw_b9_1,VHB9,CHRD,2176.17418,8764.2653,3.404966178,205689.1551,7617.82646,13111.38726,4202.69506,1821.268794,6380.94673,198.0315424,93.07383114,446.7329906,45448.93448,31.29878842,76.75529467,155.0040554,243.0907706
cw,cwb,cwb9,vc_cw_b9_2,VHB9,CHRD,1081.45557,11074.21851,2.961811262,188200.0008,7509.57709,11794.889,3524.26054,1025.763618,5589.47663,151.9365888,83.02837494,309.8941538,38441.14415,28.38088007,50.62020504,114.3889888,220.4933207
cw,cwc,cwc1,vc_cw_c1,VHC1,CHRD,2287.7067,8836.13423,2.795599968,200929.2797,7194.55947,12186.75466,7144.1933,1063.248534,3748.56149,58.8677142,67.84272035,395.1653753,19880.07729,18.44521936,24.51272938,87.63669124,215.0798008
cw,cwc,cwc1,vc_cw_c1_1,VHC1,CHRD,2792.6052,8099.00816,3.048406583,215358.7539,7205.01245,13475.05453,7158.79364,827.5991348,4542.59482,62.82239499,67.29393764,495.845369,22381.34344,18.49435361,34.31123864,105.3388146,229.6242022
cw,cwc,cwc1,vc_cw_c1_2,VHC1,CHRD,2391.8443,8374.74158,3.147034108,213211.4707,7262.07081,13902.40802,7248.44965,888.7315746,4402.69445,94.06732784,69.18074569,518.2365457,23684.59067,19.64709977,34.07045914,131.3463261,221.7424794
cw,cwc,cwc3,vc_cw_c3,VHC3,CHRD,2619.12665,8617.00733,3.072399708,193330.7728,7380.8806,12343.2543,7453.21721,1304.804002,4468.96512,70.57429228,59.9296682,1107.977144,24582.22832,21.07148771,38.41097346,118.8515643,295.059376
cw,cwc,cwc3,vc_cw_c3_1,VHC3,CHRD,2078.18111,9207.73977,3.012495449,191571.607,7452.68906,11924.15509,6851.49698,818.3407288,4571.98169,123.3091143,58.73206376,1189.771873,25205.16439,21.68289035,42.14918074,139.0682601,282.7113959
cw,cwc,cwc3,vc_cw_c3_2,VHC3,CHRD,1369.22076,11426.30665,2.214603902,157118.8497,7332.199,10234.42724,7074.45449,697.1921506,3877.3641,54.02220165,47.60108663,855.5496692,20244.72305,20.22598328,27.1967676,63.73099377,260.8177892
cw,cwc,cwc5,vc_cw_c5,VHC5,CHRD,1554.90549,11041.59138,2.701752589,157307.9445,7556.46948,11303.24399,8728.32101,1153.609656,4525.85219,97.95164917,52.13457146,1534.577945,29208.80774,24.84991804,42.47607,139.8628901,285.6270988
cw,cwc,cwc5,vc_cw_c5_1,VHC5,CHRD,1805.45263,10349.11947,2.762480422,167199.0996,7517.51558,11716.39029,7948.35945,834.1613688,4519.44047,124.2899744,57.99723996,1021.284651,28066.65375,24.32304613,46.49372405,109.171878,276.8587066
cw,cwc,cwc5,vc_cw_c5_2,VHC5,CHRD,2239.40381,9572.09021,2.721148107,163031.8419,7487.52294,11196.39212,7654.76462,799.4031082,4726.7625,137.062465,57.91587503,1077.209929,28215.41767,23.57672184,37.38248322,116.8254072,257.5323603
cw,cwc,cwc7,vc_cw_c7,VHC7,CHRD,1588.79425,10118.16988,3.080423134,187068.6814,7273.30446,12121.93539,7450.37013,1068.376616,4573.14909,79.25376484,51.06133148,1951.520185,22904.40268,22.39926996,40.82222384,140.43022,266.3659939
cw,cwc,cwc7,vc_cw_c7_1,VHC7,CHRD,2500.67829,9014.33136,2.991980703,178983.2713,7385.877,12255.06398,7813.42665,994.2282603,4171.43457,104.9937589,47.53560315,2345.758471,22266.99533,21.55420627,40.4046289,164.6520844,300.5098349
cw,cwc,cwc7,vc_cw_c7_2,VHC7,CHRD,1848.90851,10202.06594,2.910419347,166844.4819,7331.65085,11124.50029,6674.41995,987.7098986,4122.44037,107.413795,44.16275689,2254.881375,23654.41831,23.88498321,39.6291425,120.3892031,260.9877032
cw,cwc,cwc9,vc_cw_c9,VHC9,CHRD,1312.9167,10798.2109,2.912169538,182849.8537,7381.20478,11955.28705,6964.87189,1019.21247,4201.98447,75.27965739,55.04315597,971.7198897,22932.93991,21.74730327,30.50023761,102.1128993,246.9353357
cw,cwc,cwc9,vc_cw_c9_1,VHC9,CHRD,1200.53213,10750.54468,2.939079449,188748.8181,7364.71971,11971.62705,7015.10968,930.255151,4843.30785,116.2154732,59.0329117,1609.073959,25059.27085,23.16440433,42.84282715,123.4729298,251.8590422
cw,cwc,cwc9,vc_cw_c9_2,VHC9,CHRD,2253.61484,9086.53848,3.358014001,184014.0636,7528.64031,12502.05441,7625.16816,1067.368413,4912.06396,123.7850538,51.41019318,2019.846954,28802.9994,25.59223153,48.64298855,181.3054661,269.7755893
nwf,nwfa,nwfa1,vc_nwf_a1_1,CWA1,ChD,388.64146,16081.30385,2.176243292,92195.57516,9316.61019,8931.85836,36389.52942,1836.791646,5325.0916,198.2072742,81.37161912,637.7757362,24145.29024,15.39230263,80.45002772,616.0729283,896.6286855
nwf,nwfa,nwfa1,vc_nwf_a1_2,CWA1,ChD,745.78475,14803.28216,2.233615369,91258.48561,9369.77919,8812.69187,37218.35662,1771.178532,5164.78813,215.5290591,80.41360565,651.6258704,25043.64645,15.71098131,75.94392384,633.9801785,908.2972853
nwf,nwfa,nwfa1,vc_nwf_a1_3,CWA1,ChD,214.22008,17133.79733,2.142074518,83359.26661,9225.99247,8657.13179,35925.74689,1458.804475,5199.84761,189.7161479,75.57925766,588.186465,23878.85803,16.18117549,59.70321541,551.5593417,866.3863859
nwf,nwfa,nwfa3,vc_nwf_a3_1,CWA3,ChD,316.4695,16040.8359,2.449822726,104229.9906,8739.90214,9220.67976,33138.9851,1884.515861,4737.16035,161.4518303,91.23703483,1038.665928,30255.23366,21.68173989,29.14608837,827.2253935,1110.625257
nwf,nwfa,nwfa3,vc_nwf_a3_2,CWA3,ChD,571.40044,14946.03861,2.997106295,103383.2721,9059.2391,9933.91213,34919.45663,2180.45302,5724.32793,219.047465,81.42870972,1832.511752,31116.55731,24.01864768,52.04607816,932.4701883,1211.514519
nwf,nwfa,nwfa3,vc_nwf_a3_3,CWA3,ChD,1219.12371,12834.42562,2.63813822,112004.7845,8988.27799,10435.29038,38361.1751,1851.818637,5339.4374,216.9971043,89.16733388,1237.730261,32588.09578,22.95644822,32.0653777,974.4608954,1142.285621
nwf,nwfa,nwfa5,vc_nwf_a5_1,CWA5,ChD,751.60409,14599.61567,3.162742194,90120.85471,8911.23186,9265.92999,45467.94098,2101.524115,6813.65666,293.9487669,72.38663324,1007.726617,22504.27277,15.55887406,73.98947172,774.6188233,667.5226931
nwf,nwfa,nwfa5,vc_nwf_a5_2,CWA5,ChD,656.6884,15315.5361,2.58053936,78952.34468,8604.973,7984.86844,45469.2695,1789.772883,5370.03572,214.1513828,71.36905145,719.7047897,17441.94282,12.70772731,37.44304935,656.2880403,662.1003158
nwf,nwfa,nwfa5,vc_nwf_a5_3,CWA5,ChD,332.00298,16739.85077,2.398296302,80009.55708,8464.99379,7809.7063,33680.89642,1748.029795,5030.84272,134.9352692,62.13757382,400.0474783,15937.68703,13.7365016,-1.798846763,422.3525486,620.5410605
nwf,nwfa,nwfa7,vc_nwf_a7_1,CWA7,ChD,-156.80196,18088.71675,4.131112067,99479.73449,8699.82903,8898.79985,14568.34012,2616.793194,8485.73405,326.3547626,78.17364458,168.4084412,18830.81541,13.13037107,51.73107872,385.0589702,391.0904501
nwf,nwfa,nwfa7,vc_nwf_a7_2,CWA7,ChD,510.3311,14816.26241,4.811151931,121450.9052,8645.72528,9952.45482,11427.34321,3012.476284,9359.99043,335.8053027,84.78846793,171.306712,20607.7496,13.92450079,61.25748366,347.7921514,347.8570865
nwf,nwfa,nwfa7,vc_nwf_a7_3,CWA7,ChD,-49.77143,16950.81061,4.957717256,117031.2925,9032.6285,10223.7755,14841.2674,3387.880962,9869.86674,430.8560094,96.48060396,185.7626711,20715.28832,12.89525463,90.6930626,509.897497,379.1332263
nwf,nwfa,nwfa9,vc_nwf_a9_1,CWA9,ChD,774.41814,14274.07632,3.920547667,108963.5687,8966.90329,10428.71841,21591.66561,2053.657275,6988.19126,299.3624552,83.74403353,284.8564954,25547.20709,18.82539356,60.12747593,366.3993509,447.5892816
nwf,nwfa,nwfa9,vc_nwf_a9_2,CWA9,ChD,872.35777,14016.68114,3.653963286,109699.1831,8946.60703,10099.39049,22662.84101,2277.909503,6949.2206,284.9900465,83.7433712,307.3840934,25949.83222,18.61791175,71.93098394,375.2493341,442.6802286
nwf,nwfa,nwfa9,vc_nwf_a9_3,CWA9,ChD,1574.15831,11423.32398,4.015769788,119207.5117,8852.68858,10662.91179,24822.11056,2140.230673,7254.74324,297.0974483,80.22815638,349.5511443,26735.87056,18.7511914,65.88482942,381.0407822,438.9178412
nwf,nwfb,nwfb1,vc_nwf_b1_1,CWB1,ChD,253.77588,15995.64917,1.435630408,119245.2862,7901.94993,6982.42699,976.42191,418.9731245,2660.86471,-13.45380547,48.52553475,49.98634633,18660.78614,18.58367181,23.85059368,-10.12525466,143.4516158
nwf,nwfb,nwfb1,vc_nwf_b1_2,CWB1,ChD,848.82528,11107.79116,3.039603784,197962.5908,7906.26272,11156.27709,3437.44451,1078.77983,4337.39674,128.257975,83.21072513,172.2900613,30359.00371,22.61055487,44.97139566,136.93908,209.7406784
nwf,nwfb,nwfb1,vc_nwf_b1_3,CWB1,ChD,569.54282,13028.68368,2.141676522,170302.4466,7766.7477,9201.50872,2596.88194,629.368711,3371.37407,48.69239372,65.76750417,97.22286827,22966.16409,19.35518218,22.88524803,66.00553568,186.514767
nwf,nwfb,nwfb3,vc_nwf_b3_1,CWB3,ChD,897.32686,11463.6188,3.067736291,187498.748,7863.49668,10997.63196,3596.43196,1043.949372,4094.15222,138.9196724,64.40908403,790.8983375,26746.87233,21.55640478,45.8922869,145.0745649,237.9215622
nwf,nwfb,nwfb3,vc_nwf_b3_2,CWB3,ChD,573.13127,12032.49931,3.120305355,190744.1273,7731.87675,10269.00314,3807.69813,863.5716705,4394.36257,114.3252778,64.54031246,707.3678097,25764.54005,21.68299499,40.67181739,138.5342862,213.3080408
nwf,nwfb,nwfb3,vc_nwf_b3_3,CWB3,ChD,801.08513,12093.79476,3.159049477,177142.3518,7807.12369,10688.45133,3441.03251,1002.755194,4303.57752,163.7241117,65.84327415,850.0728345,29143.2202,22.77544826,46.8612804,166.0682067,232.7745907
nwf,nwfb,nwfb5,vc_nwf_b5_1,CWB5,ChD,2134.9546,9564.40479,3.38585942,174148.7922,8106.51242,10865.49296,4245.43812,1239.951387,4693.6694,251.5460937,58.01548622,2677.053163,33550.87613,26.86903553,82.8131534,244.3323664,279.5885709
nwf,nwfb,nwfb5,vc_nwf_b5_2,CWB5,ChD,430.66411,13541.03448,3.214725649,164777.9985,8158.4613,10358.45685,4230.65088,1186.590697,4452.24557,201.3729671,54.84527352,2082.988697,30341.72096,25.44140224,62.43759109,214.2661508,243.5271886
nwf,nwfb,nwfb5,vc_nwf_b5_3,CWB5,ChD,-89.56542,14463.56966,3.205846427,171917.5054,7782.12581,10274.92384,4104.93108,1875.177997,4246.23452,182.4217046,47.6466936,2165.315848,30276.13838,24.94419759,64.31655345,156.4133752,279.8704521
nwf,nwfb,nwfb7,vc_nwf_b7_1,CWB7,PxCs,1633.52132,10501.83125,3.537282697,169596.3783,8078.65583,9852.37848,5823.38314,1293.64542,6226.54681,300.6082806,73.87741549,949.8110522,47126.3937,33.0610748,64.81465091,204.2611713,256.0531343
nwf,nwfb,nwfb7,vc_nwf_b7_2,CWB7,PxCs,727.33709,12949.08965,2.928505725,158991.447,7944.72755,9218.92133,5570.43016,1486.586743,5678.61685,198.4275917,64.56605272,550.7282905,39873.88321,30.29747898,44.47740427,122.931988,217.1276305
nwf,nwfb,nwfb7,vc_nwf_b7_3,CWB7,PxCs,1383.23108,11086.66869,3.062417257,164891.5356,7921.8757,9526.15378,5494.46212,1595.135617,6315.92176,217.1939748,69.04937487,658.6003762,42055.81046,31.5305604,55.34682729,159.7431448,219.0503604
nwf,nwfb,nwfb9,vc_nwf_b9_1,CWB9,PxCs,882.13185,13404.26598,2.532607017,136852.3835,8248.60416,8227.96184,4577.10538,980.9185718,4634.84175,215.2993395,69.90116885,713.5807836,33144.79761,26.65385374,50.30897618,156.2498753,249.8945811
nwf,nwfb,nwfb9,vc_nwf_b9_2,CWB9,PxCs,365.366,14644.35441,2.53428579,142796.7791,8022.08465,8437.7462,5796.70717,1067.050546,4409.06767,150.3625959,68.13291243,680.1923375,29208.34073,25.01419477,36.66729991,158.7967189,261.6323668
nwf,nwfb,nwfb9,vc_nwf_b9_3,CWB9,PxCs,-104.30326,15994.59318,2.850444008,146533.3325,8345.37116,8502.39407,5045.58382,1392.987597,4942.74912,203.5210094,69.34721525,777.4040142,35322.59051,27.39378473,54.27795678,149.7665541,248.2581406
nwf,nwfc,nwfc1,vc_nwf_c1_1,CWC1,PxCs,69.10333,14333.0878,2.945005975,167804.0066,8128.29026,9200.40204,1776.59058,893.9789289,4389.22596,233.1860942,81.54864862,136.6607513,28774.93088,21.0700523,46.20271843,157.2766064,231.7106192
nwf,nwfc,nwfc1,vc_nwf_c1_2,CWC1,PxCs,-508.4117,16848.02125,2.543601312,155066.4227,8179.01077,8456.00763,1463.35448,907.292934,3852.60813,187.3534916,85.2286337,108.1273993,26607.68055,19.9852554,32.68069907,161.6328305,224.1440523
nwf,nwfc,nwfc1,vc_nwf_c1_3,CWC1,PxCs,60.10429,15520.08299,2.508184859,144735.2402,8119.66116,8303.81254,1197.26914,964.0110457,3926.63018,212.7841782,81.69428829,109.3511776,28497.75511,21.18554739,31.43682112,182.1238381,216.6959074
nwf,nwfc,nwfc3,vc_nwf_c3_1,CWC3,PxCs,662.09902,13721.89775,3.113888679,143290.3014,7785.14773,7841.96739,4792.72242,1030.355474,4291.88187,182.2397271,51.90296913,2001.062558,29116.42249,26.08852155,44.36265653,119.6497638,238.6210624
nwf,nwfc,nwfc3,vc_nwf_c3_2,CWC3,PxCs,142.41661,14669.50296,3.14320595,157204.5641,7693.59278,8493.73731,5750.17382,1042.193766,4084.51741,140.9244817,56.50988665,1254.368444,28629.90232,25.22381874,42.84774958,117.5292827,230.5047324
nwf,nwfc,nwfc3,vc_nwf_c3_3,CWC3,PxCs,-194.94558,17172.80683,2.753503817,125927.3822,7920.00599,7820.4011,4980.71088,1180.109782,3843.71848,170.7232053,41.349526,2566.313899,25976.16649,26.82162477,37.1824913,148.1844821,232.8229089
nwf,nwfc,nwfc5,vc_nwf_c5_1,CWC5,PxCs,896.87578,13277.28211,2.745201107,139380.0165,8071.86984,8085.43339,4749.57178,973.5527339,4200.81172,212.4708979,61.32977765,710.7501156,30278.72162,25.40225204,42.14567953,119.7705567,230.2207834
nwf,nwfc,nwfc5,vc_nwf_c5_2,CWC5,PxCs,547.97442,13816.60296,3.057452355,149875.9041,7981.68431,8773.51921,4172.3845,1096.895735,4377.30932,227.9713268,63.9149129,893.8598246,31452.67334,26.80574951,43.14395763,132.4744266,229.9915627
nwf,nwfc,nwfc5,vc_nwf_c5_3,CWC5,PxCs,585.44732,14132.85233,2.736255947,138619.655,7884.14212,8040.227,3747.4552,1054.298927,3942.608,179.0865357,62.50799881,608.5535969,28483.57984,25.65301809,38.58489421,84.82933518,208.9815195
nwf,nwfc,nwfc7,vc_nwf_c7_1,CWC7,PxCs,606.23715,13992.77234,3.017112857,139782.8611,7782.16179,8179.13538,4585.70846,1482.039145,4557.17995,134.0683852,37.27292064,4435.492564,29790.66248,29.22618091,48.24783967,169.6014211,243.2893611
